Year;variable2;cod;variable;bd;area;Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE;Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (SCIELO);Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (SCOPUS);Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (WOS core collection);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría;Producción bibliográfica de autores vinculados a la institución por tipo de coautoría (WOS core collection);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría . (SCIELO);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría . (SCOPUS);Producción bibliográfica de autores vinculados a la institución por tipo de producto;Producción bibliográfica de autores vinculados a la institución por tipo de producto. (SCIELO);Producción bibliográfica de autores vinculados a la institución por tipo de producto. (SCOPUS);Producción bibliográfica de autores vinculados a la institución por tipo de producto. (WOS core collection);Promedio de citas de documentos publicados por autores vinculados a la institución;Promedio de citas de documentos publicados por autores vinculados a la institución. (SCIELO);Promedio de citas de documentos publicados por autores vinculados a la institución. (SCOPUS);Promedio de citas de documentos publicados por autores vinculados a la institución. (WOS core collection);Departamento
2014;Citas;27;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,28;Chocó
2014;Citas;41;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,79;NA;NA;Huila
2014;Citas;41;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,69;NA;Huila
2014;Citas;41;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;Huila
2014;Citas;41;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,81;Huila
2014;Citas;44;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,88;NA;NA;Guajira
2014;Citas;44;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,03;NA;Guajira
2014;Citas;44;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,2;NA;NA;NA;Guajira
2014;Citas;44;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,62;Guajira
2014;Citas;47;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,29;NA;NA;Magdalena
2014;Citas;47;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,85;NA;Magdalena
2014;Citas;47;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,89;NA;NA;NA;Magdalena
2014;Citas;47;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,49;Magdalena
2014;Citas;5;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,37;NA;NA;Antioquia
2014;Citas;5;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,06;NA;Antioquia
2014;Citas;5;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,4;NA;NA;NA;Antioquia
2014;Citas;5;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,36;Antioquia
2014;Citas;50;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,47;NA;NA;Meta
2014;Citas;50;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,45;NA;Meta
2014;Citas;50;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,6;NA;NA;NA;Meta
2014;Citas;50;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,22;Meta
2014;Citas;52;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,09;NA;NA;Narińo
2014;Citas;52;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,37;NA;Narińo
2014;Citas;52;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,27;NA;NA;NA;Narińo
2014;Citas;52;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,07;Narińo
2014;Citas;54;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,14;NA;NA;Norte de Santander
2014;Citas;54;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,49;NA;Norte de Santander
2014;Citas;54;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,78;NA;NA;NA;Norte de Santander
2014;Citas;54;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,15;Norte de Santander
2014;Citas;63;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,97;NA;NA;Quindío
2014;Citas;63;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,04;NA;Quindío
2014;Citas;63;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,92;NA;NA;NA;Quindío
2014;Citas;63;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,58;Quindío
2014;Citas;66;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,35;NA;NA;Risaralda
2014;Citas;66;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,25;NA;Risaralda
2014;Citas;66;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,75;NA;NA;NA;Risaralda
2014;Citas;66;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,8;Risaralda
2014;Citas;68;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,4;NA;NA;Santander
2014;Citas;68;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,17;NA;Santander
2014;Citas;68;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,02;NA;NA;NA;Santander
2014;Citas;68;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,97;Santander
2014;Citas;70;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,47;NA;NA;Sucre
2014;Citas;70;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,05;NA;Sucre
2014;Citas;70;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,14;NA;NA;NA;Sucre
2014;Citas;70;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,08;Sucre
2014;Citas;73;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,76;NA;NA;Tolima
2014;Citas;73;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,2;NA;Tolima
2014;Citas;73;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,6;NA;NA;NA;Tolima
2014;Citas;73;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,57;Tolima
2014;Citas;76;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,98;NA;NA;Valle del Cauca
2014;Citas;76;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,95;NA;Valle del Cauca
2014;Citas;76;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,89;NA;NA;NA;Valle del Cauca
2014;Citas;76;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,11;Valle del Cauca
2014;Citas;8;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,19;NA;NA;Atlántico
2014;Citas;8;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,06;NA;Atlántico
2014;Citas;8;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,51;NA;NA;NA;Atlántico
2014;Citas;8;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,05;Atlántico
2014;Citas;85;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,4;NA;NA;Casanare
2014;Citas;85;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;NA;Casanare
2014;Citas;85;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,57;NA;NA;NA;Casanare
2014;Citas;91;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,2;NA;Amazonas
2014;Citas;91;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,2;NA;NA;NA;Amazonas
2014;Citas;91;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,2;Amazonas
2014;Citas;94;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;Guainía
2014;Citas;94;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;Guainía
2014;Citas;99;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;Vichada
2014;Citas;99;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;Vichada
2014;Citas;9999;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,66;NA;NA;NA
2014;Citas;9999;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,79;NA;NA
2014;Citas;9999;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,73;NA;NA;NA;NA
2014;Citas;9999;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,3;NA
2014;Citas;NA;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,62;NA;NA;NA
2014;Citas;NA;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,47;NA;NA
2014;Citas;NA;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,32;NA;NA;NA;NA
2014;Citas;NA;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,4;NA
2014;Coautoria Nacional;0;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;159;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2014;Coautoria Nacional;0;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;274;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2014;Coautoria Nacional;0;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;427;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2014;Coautoria Nacional;0;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;118;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2014;Coautoria Nacional;11;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;1211;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2014;Coautoria Nacional;11;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;2035;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2014;Coautoria Nacional;11;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;3289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2014;Coautoria Nacional;11;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;814;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2014;Coautoria Nacional;13;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2014;Coautoria Nacional;13;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;129;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2014;Coautoria Nacional;13;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;223;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2014;Coautoria Nacional;13;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2014;Coautoria Nacional;15;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;89;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2014;Coautoria Nacional;15;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;65;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2014;Coautoria Nacional;15;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;144;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2014;Coautoria Nacional;15;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2014;Coautoria Nacional;17;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2014;Coautoria Nacional;17;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;102;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2014;Coautoria Nacional;17;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2014;Coautoria Nacional;17;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2014;Coautoria Nacional;18;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2014;Coautoria Nacional;18;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2014;Coautoria Nacional;18;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2014;Coautoria Nacional;18;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2014;Coautoria Nacional;19;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2014;Coautoria Nacional;19;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;53;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2014;Coautoria Nacional;19;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2014;Coautoria Nacional;19;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2014;Coautoria Nacional;20;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2014;Coautoria Nacional;20;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2014;Coautoria Nacional;20;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2014;Coautoria Nacional;20;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2014;Coautoria Nacional;23;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2014;Coautoria Nacional;23;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;54;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2014;Coautoria Nacional;23;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;95;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2014;Coautoria Nacional;23;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2014;Coautoria Nacional;25;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;93;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2014;Coautoria Nacional;25;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;85;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2014;Coautoria Nacional;25;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2014;Coautoria Nacional;25;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2014;Coautoria Nacional;27;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2014;Coautoria Nacional;27;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2014;Coautoria Nacional;27;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2014;Coautoria Nacional;27;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2014;Coautoria Nacional;41;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2014;Coautoria Nacional;41;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;22;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2014;Coautoria Nacional;41;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2014;Coautoria Nacional;41;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2014;Coautoria Nacional;44;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2014;Coautoria Nacional;44;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2014;Coautoria Nacional;44;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2014;Coautoria Nacional;44;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2014;Coautoria Nacional;47;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2014;Coautoria Nacional;47;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;49;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2014;Coautoria Nacional;47;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2014;Coautoria Nacional;47;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2014;Coautoria Nacional;5;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;519;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2014;Coautoria Nacional;5;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;783;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2014;Coautoria Nacional;5;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;1325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2014;Coautoria Nacional;5;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;313;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2014;Coautoria Nacional;50;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2014;Coautoria Nacional;50;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2014;Coautoria Nacional;50;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2014;Coautoria Nacional;50;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2014;Coautoria Nacional;52;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2014;Coautoria Nacional;52;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;30;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2014;Coautoria Nacional;52;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2014;Coautoria Nacional;52;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2014;Coautoria Nacional;54;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2014;Coautoria Nacional;54;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;40;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2014;Coautoria Nacional;54;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2014;Coautoria Nacional;54;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2014;Coautoria Nacional;63;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2014;Coautoria Nacional;63;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;44;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2014;Coautoria Nacional;63;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2014;Coautoria Nacional;63;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2014;Coautoria Nacional;66;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2014;Coautoria Nacional;66;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;97;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2014;Coautoria Nacional;66;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2014;Coautoria Nacional;66;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2014;Coautoria Nacional;68;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;Santander
